Account_ID,Transaction_Timestamp,Factor_A,Factor_B,Factor_C,Factor_D,Factor_E,Response,Transaction_Status,Month
157,2009-07-08T11:08:12Z,2,6,VI,20,B,1020,Approved,Jul
161,2009-07-11T16:08:32Z,2,6,VI,20,D,1020,Approved,Jul
161,2009-07-11T16:10:51Z,2,6,VI,20,D,1020,Approved,Jul
163,2009-07-01T19:49:22Z,2,6,VI,20,D,1020,Approved,Jul
163,2009-07-10T11:43:00Z,2,6,VI,20,D,1020,Approved,Jul
179,2009-07-19T16:04:36Z,2,6,VI,20,H,1020,Approved,Jul
179,2009-07-31T15:00:25Z,2,6,VI,20,H,1020,Approved,Jul
182,2009-07-09T18:52:48Z,10,6,DI,20,NULL,1020,Approved,Jul
187,2009-07-27T12:23:58Z,2,6,VI,20,H,1020,Approved,Jul
188,2009-07-27T10:17:52Z,2,6,VI,20,B,1020,Approved,Jul
196,2009-07-14T15:53:37Z,10,6,DI,20,NULL,1020,Approved,Jul
218,2009-07-08T15:23:50Z,7,15,MC,20,MCC,1020,Approved,Jul
218,2009-07-10T18:38:31Z,7,15,MC,20,MCC,1020,Approved,Jul
223,2009-07-30T20:23:04Z,7,15,MC,20,MCW,1020,Approved,Jul
231,2009-07-01T13:29:25Z,2,6,VI,20,H,1320,Declined,Jul
236,2009-07-04T00:11:23Z,2,6,VI,20,C,1020,Approved,Jul
236,2009-07-20T00:09:57Z,2,6,VI,20,C,1020,Approved,Jul
244,2009-07-15T14:55:57Z,8,23,AX,21,NULL,1020,Approved,Jul
253,2009-07-08T14:53:16Z,7,15,MC,20,MPL,1020,Approved,Jul
299,2009-07-29T10:38:47Z,2,6,VI,20,C,1020,Approved,Jul
306,2009-07-01T09:29:27Z,7,15,MC,20,NULL,1020,Approved,Jul
319,2009-07-11T20:50:16Z,7,15,MC,20,MCC,1020,Approved,Jul
330,2009-07-26T00:12:29Z,8,23,AX,21,NULL,1020,Approved,Jul
331,2009-07-14T08:41:28Z,2,6,VI,20,B,1020,Approved,Jul
345,2009-07-29T23:46:56Z,8,23,AX,21,NULL,1020,Approved,Jul
348,2009-07-17T17:19:30Z,10,6,DI,20,NULL,1020,Approved,Jul
360,2009-07-26T11:04:48Z,8,23,AX,21,NULL,1020,Approved,Jul
369,2009-07-20T11:58:12Z,7,15,MC,20,NULL,1020,Approved,Jul
387,2009-07-22T07:59:10Z,2,6,VI,20,B,1020,Approved,Jul
394,2009-07-15T00:09:17Z,2,6,VI,20,H,1020,Approved,Jul
394,2009-07-31T00:12:24Z,2,6,VI,20,H,1020,Approved,Jul
402,2009-07-20T23:17:28Z,2,6,VI,20,A,1020,Approved,Jul
406,2009-07-12T16:07:34Z,8,23,AX,21,NULL,1020,Approved,Jul
416,2009-07-20T02:43:40Z,2,6,VI,20,C,1020,Approved,Jul
425,2009-07-11T18:01:11Z,2,6,VI,20,B,1020,Approved,Jul
454,2009-07-23T15:30:55Z,7,15,MC,20,MPL,1020,Approved,Jul
457,2009-07-07T03:14:58Z,8,23,AX,21,NULL,1020,Approved,Jul
459,2009-07-10T11:24:40Z,10,6,DI,20,NULL,1020,Approved,Jul
471,2009-07-16T22:44:01Z,2,6,VI,55,B,1020,Approved,Jul
473,2009-07-01T11:14:15Z,2,6,VI,20,B,1020,Approved,Jul
485,2009-07-20T16:18:05Z,2,6,VI,20,H,1020,Approved,Jul
486,2009-07-11T12:30:12Z,10,6,DI,20,NULL,1020,Approved,Jul
486,2009-07-11T12:34:14Z,10,6,DI,20,NULL,1020,Approved,Jul
493,2009-07-28T19:32:20Z,2,6,VI,20,A,1020,Approved,Jul
510,2009-07-18T13:31:02Z,7,15,MC,20,NULL,1020,Approved,Jul
517,2009-07-27T22:49:21Z,2,6,VI,25,A,1020,Approved,Jul
518,2009-07-30T16:49:05Z,2,6,VI,20,A,1020,Approved,Jul
520,2009-07-24T18:34:29Z,2,6,VI,20,H,1020,Approved,Jul
524,2009-07-01T13:13:14Z,2,6,VI,20,H,1020,Approved,Jul
526,2009-07-29T09:02:39Z,8,23,AX,21,NULL,1020,Approved,Jul
538,2009-07-29T10:14:58Z,2,6,VI,55,NULL,1815,Declined,Jul
538,2009-07-29T10:15:40Z,2,6,VI,55,NULL,1815,Declined,Jul
538,2009-07-29T10:16:33Z,2,6,VI,55,NULL,1815,Declined,Jul
541,2009-07-14T16:51:59Z,2,6,VI,55,NULL,1815,Declined,Jul
550,2009-07-02T11:38:49Z,7,15,MC,20,MDB,1020,Approved,Jul
561,2009-07-06T11:37:54Z,7,15,MC,20,MCW,1020,Approved,Jul
561,2009-07-22T21:43:00Z,7,15,MC,20,MCW,1020,Approved,Jul
610,2009-07-05T13:44:41Z,7,15,MC,20,NULL,1020,Approved,Jul
621,2009-07-04T00:45:41Z,2,6,VI,20,B,1020,Approved,Jul
627,2009-07-03T21:17:30Z,2,6,VI,20,A,1020,Approved,Jul
636,2009-07-20T16:24:42Z,7,15,MC,20,NULL,1020,Approved,Jul
645,2009-07-30T20:42:23Z,8,23,AX,21,NULL,1020,Approved,Jul
664,2009-07-01T15:13:20Z,2,6,VI,20,B,1020,Approved,Jul
676,2009-07-15T11:25:53Z,7,15,MC,20,NULL,1020,Approved,Jul
678,2009-07-23T16:23:04Z,2,6,VI,20,G2,1020,Approved,Jul
680,2009-07-06T11:48:57Z,2,6,VI,20,H,1020,Approved,Jul
688,2009-07-12T21:09:38Z,8,23,AX,21,NULL,1020,Approved,Jul
694,2009-07-16T15:53:47Z,7,15,MC,20,MPL,1020,Approved,Jul
694,2009-07-17T15:49:37Z,7,15,MC,20,MPL,1020,Approved,Jul
695,2009-07-19T11:47:50Z,2,6,VI,20,B,1020,Approved,Jul
700,2009-07-06T21:45:15Z,8,23,AX,35,NULL,1250,Declined,Jul
720,2009-07-12T05:12:54Z,2,6,VI,20,H,1330,Declined,Jul
720,2009-07-12T05:41:48Z,2,6,VI,20,H,1020,Approved,Jul
726,2009-07-13T18:29:44Z,2,6,VI,20,B,1020,Approved,Jul
727,2009-07-09T19:16:58Z,7,15,MC,20,MCW,1020,Approved,Jul
737,2009-07-20T15:37:55Z,2,6,VI,20,B,1020,Approved,Jul
742,2009-07-23T12:28:45Z,2,6,VI,20,C,1020,Approved,Jul
754,2009-07-16T13:06:15Z,2,6,VI,20,H,1020,Approved,Jul
767,2009-07-19T17:18:47Z,2,6,VI,20,C,1020,Approved,Jul
769,2009-07-10T16:31:13Z,10,6,DI,20,NULL,1020,Approved,Jul
782,2009-07-29T15:21:45Z,7,15,MC,20,MCC,1020,Approved,Jul
783,2009-07-09T12:37:37Z,2,6,VI,20,C,1020,Approved,Jul
783,2009-07-16T21:13:04Z,2,6,VI,20,C,1020,Approved,Jul
793,2009-07-14T23:47:55Z,2,6,VI,20,H,1020,Approved,Jul
796,2009-07-01T12:22:38Z,7,15,MC,20,MWB,1020,Approved,Jul
816,2009-07-31T16:33:15Z,2,6,VI,20,B,1020,Approved,Jul
837,2009-07-01T22:53:55Z,7,15,MC,20,NULL,1020,Approved,Jul
837,2009-07-08T11:23:24Z,7,15,MC,20,NULL,1020,Approved,Jul
852,2009-07-19T00:35:38Z,2,6,VI,20,H,1020,Approved,Jul
868,2009-07-01T00:10:39Z,2,6,VI,20,B,1020,Approved,Jul
868,2009-07-10T10:13:17Z,2,6,VI,20,B,1020,Approved,Jul
872,2009-07-06T10:33:49Z,2,6,VI,20,B,1020,Approved,Jul
872,2009-07-22T00:15:36Z,2,6,VI,20,B,1020,Approved,Jul
872,2009-07-30T09:05:31Z,2,6,VI,20,B,1020,Approved,Jul
882,2009-07-16T00:16:45Z,2,6,VI,20,H,1020,Approved,Jul
882,2009-07-23T17:48:18Z,2,6,VI,30,H,1020,Approved,Jul
882,2009-07-28T14:12:59Z,2,6,VI,20,H,1885,Approved,Jul
894,2009-07-13T10:39:01Z,2,6,VI,20,G,1020,Approved,Jul
894,2009-07-21T09:14:58Z,2,6,VI,20,G,1020,Approved,Jul
906,2009-07-05T19:40:29Z,2,6,VI,20,C,1020,Approved,Jul
906,2009-07-21T00:12:00Z,2,6,VI,20,C,1020,Approved,Jul
911,2009-07-24T09:51:25Z,7,15,MC,20,MPC,1020,Approved,Jul
917,2009-07-16T21:24:06Z,10,6,DI,25,NULL,1020,Approved,Jul
935,2009-07-28T08:47:59Z,2,6,VI,20,B,1020,Approved,Jul
936,2009-07-21T17:29:22Z,7,15,MC,25,MCG,1020,Approved,Jul
951,2009-07-08T23:48:09Z,2,6,VI,20,J2,1020,Approved,Jul
955,2009-07-22T00:10:44Z,7,15,MC,20,MPL,1020,Approved,Jul
967,2009-07-30T08:56:14Z,2,6,VI,20,G2,1020,Approved,Jul
979,2009-07-01T10:50:37Z,10,6,DI,20,NULL,1020,Approved,Jul
979,2009-07-29T10:56:41Z,10,6,DI,20,NULL,1020,Approved,Jul
980,2009-07-03T16:07:07Z,2,6,VI,25,H,1020,Approved,Jul
984,2009-07-15T10:08:22Z,2,6,VI,20,B,1020,Approved,Jul
997,2009-07-20T13:35:46Z,7,15,MC,10,NULL,1020,Approved,Jul
1003,2009-07-28T14:32:53Z,2,6,VI,20,B,1020,Approved,Jul
1004,2009-07-16T14:34:02Z,10,6,DI,20,NULL,1020,Approved,Jul
1039,2009-07-12T22:13:25Z,7,15,MC,20,MCW,1020,Approved,Jul
1039,2009-07-12T23:18:05Z,7,15,MC,20,MCW,1020,Approved,Jul
1039,2009-07-22T00:41:26Z,7,15,MC,20,MCW,1020,Approved,Jul
1039,2009-07-28T02:39:16Z,7,15,MC,20,MCW,1020,Approved,Jul
1044,2009-07-11T13:05:35Z,2,6,VI,20,B,1020,Approved,Jul
1047,2009-07-26T19:33:13Z,7,15,MC,20,MDP,1020,Approved,Jul
1050,2009-07-08T13:11:44Z,2,6,VI,20,B,1020,Approved,Jul
1058,2009-07-27T16:33:46Z,8,23,AX,21,NULL,1020,Approved,Jul
1118,2009-07-24T09:53:44Z,2,6,VI,20,B,1020,Approved,Jul
1124,2009-07-22T10:58:59Z,7,15,MC,20,MCC,1020,Approved,Jul
1125,2009-07-14T13:45:23Z,2,6,VI,20,B,1020,Approved,Jul
1125,2009-07-14T15:22:31Z,2,6,VI,20,B,1020,Approved,Jul
1125,2009-07-30T00:13:05Z,2,6,VI,20,B,1020,Approved,Jul
1125,2009-07-30T00:13:15Z,2,6,VI,20,B,1020,Approved,Jul
1127,2009-07-08T20:26:25Z,7,15,MC,20,NULL,1020,Approved,Jul
1135,2009-07-22T12:57:23Z,8,23,AX,21,NULL,1020,Approved,Jul
1151,2009-07-25T18:53:07Z,2,6,VI,20,B,1020,Approved,Jul
1153,2009-07-28T18:22:20Z,8,23,AX,21,NULL,1020,Approved,Jul
1159,2009-07-20T16:08:02Z,10,6,DI,20,NULL,1020,Approved,Jul
1174,2009-07-17T14:16:45Z,2,6,VI,20,B,1020,Approved,Jul
1181,2009-07-16T18:30:11Z,8,23,AX,21,NULL,1020,Approved,Jul
1181,2009-07-27T15:58:13Z,8,23,AX,21,NULL,1020,Approved,Jul
1182,2009-07-22T23:21:35Z,2,6,VI,20,J1,1020,Approved,Jul
1182,2009-07-29T18:44:37Z,2,6,VI,20,J1,1857,Declined,Jul
1182,2009-07-30T07:03:27Z,2,6,VI,20,J1,1857,Declined,Jul
1182,2009-07-30T11:13:48Z,2,6,VI,20,J1,1857,Declined,Jul
1182,2009-07-30T15:07:44Z,2,6,VI,20,J1,1857,Declined,Jul
1182,2009-07-30T15:08:53Z,2,6,VI,20,J1,1857,Declined,Jul
1182,2009-07-31T05:43:10Z,2,6,VI,20,J1,1020,Approved,Jul
1189,2009-07-16T14:26:54Z,2,6,VI,20,B,1020,Approved,Jul
1200,2009-07-22T13:41:36Z,8,23,AX,21,NULL,1020,Approved,Jul
1201,2009-07-06T12:42:53Z,8,23,AX,21,NULL,1020,Approved,Jul
1239,2009-07-02T00:09:46Z,2,6,VI,20,C,1020,Approved,Jul
1239,2009-07-18T00:12:11Z,2,6,VI,20,C,1020,Approved,Jul
1253,2009-07-14T14:52:37Z,2,6,VI,20,G2,1020,Approved,Jul
1256,2009-07-17T17:48:34Z,2,6,VI,20,A,1020,Approved,Jul
1279,2009-07-05T23:21:50Z,10,6,DI,20,NULL,1020,Approved,Jul
1279,2009-07-15T07:48:36Z,10,6,DI,20,NULL,1020,Approved,Jul
1303,2009-07-25T16:38:10Z,2,6,VI,20,A,1020,Approved,Jul
1310,2009-07-31T15:37:00Z,2,6,VI,20,H,1020,Approved,Jul
1311,2009-07-04T22:07:09Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-04T22:37:06Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-05T12:29:54Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-09T17:17:11Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-09T17:27:24Z,7,15,MC,20,MDB,1885,Approved,Jul
1311,2009-07-09T17:28:14Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-09T17:47:19Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-17T01:07:07Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-17T01:17:26Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-17T23:07:12Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-19T22:27:18Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-20T14:34:44Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-25T23:07:24Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-25T23:27:07Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-27T11:03:19Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-28T23:47:16Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-30T16:34:32Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-30T23:27:12Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-30T23:37:07Z,7,15,MC,20,MDB,1020,Approved,Jul
1311,2009-07-31T17:52:55Z,7,15,MC,20,MDB,1020,Approved,Jul
1323,2009-07-05T18:03:00Z,8,23,AX,21,NULL,1020,Approved,Jul
1330,2009-07-27T16:46:06Z,2,6,VI,20,H,1020,Approved,Jul
1334,2009-07-24T15:20:07Z,2,6,VI,20,H,1020,Approved,Jul
1338,2009-07-02T01:15:03Z,2,6,VI,20,C,1020,Approved,Jul
1362,2009-07-13T17:53:51Z,7,15,MC,25,MPL,1020,Approved,Jul
1362,2009-07-14T13:00:12Z,7,15,MC,20,MPL,1885,Approved,Jul
1362,2009-07-14T13:08:34Z,7,15,MC,20,MPL,1020,Approved,Jul
1362,2009-07-20T21:45:27Z,7,15,MC,20,MPL,1020,Approved,Jul
1412,2009-07-15T08:20:21Z,7,15,MC,20,NULL,1020,Approved,Jul
1421,2009-07-08T23:02:39Z,2,6,VI,20,H,1020,Approved,Jul
1421,2009-07-09T13:26:50Z,2,6,VI,20,H,1020,Approved,Jul
1438,2009-07-16T09:57:38Z,2,6,VI,25,B,1020,Approved,Jul
1450,2009-07-28T22:29:31Z,2,6,VI,20,B,1020,Approved,Jul
1454,2009-07-29T18:34:27Z,8,23,AX,21,NULL,1020,Approved,Jul
1461,2009-07-15T13:24:14Z,8,23,AX,21,NULL,1020,Approved,Jul
1465,2009-07-28T00:13:49Z,10,6,DI,20,NULL,1020,Approved,Jul
1475,2009-07-09T17:14:53Z,2,6,VI,20,C,1020,Approved,Jul
1478,2009-07-14T15:08:22Z,2,6,VI,20,B,1020,Approved,Jul
1478,2009-07-21T13:18:01Z,2,6,VI,20,B,1020,Approved,Jul
1485,2009-07-20T12:41:23Z,2,6,VI,35,H,1020,Approved,Jul
1485,2009-07-20T15:05:34Z,2,6,VI,20,H,1885,Approved,Jul
1494,2009-07-25T21:10:09Z,2,6,VI,30,H,1020,Approved,Jul
1496,2009-07-12T00:10:17Z,2,6,VI,20,D,1020,Approved,Jul
1496,2009-07-28T00:10:54Z,2,6,VI,20,D,1020,Approved,Jul
1510,2009-07-28T11:24:20Z,2,6,VI,20,H,1020,Approved,Jul
1511,2009-07-10T08:31:49Z,2,6,VI,20,B,1020,Approved,Jul
1521,2009-07-05T16:44:47Z,2,6,VI,25,H,1020,Approved,Jul
1531,2009-07-20T19:48:30Z,2,6,VI,20,A,1020,Approved,Jul
1533,2009-07-15T00:10:17Z,2,6,VI,21,D,1020,Approved,Jul
1533,2009-07-31T00:09:18Z,2,6,VI,21,D,1020,Approved,Jul
1547,2009-07-08T09:17:06Z,10,6,DI,20,NULL,1020,Approved,Jul
1555,2009-07-14T17:40:45Z,7,15,MC,20,NULL,1020,Approved,Jul
1563,2009-07-10T19:40:42Z,8,23,AX,21,NULL,1020,Approved,Jul
1565,2009-07-03T20:34:50Z,7,15,MC,20,MPL,1020,Approved,Jul
1570,2009-07-22T18:21:56Z,7,15,MC,20,MPL,1020,Approved,Jul
1570,2009-07-29T08:54:49Z,7,15,MC,20,MPL,1020,Approved,Jul
1580,2009-07-10T14:32:56Z,7,15,MC,20,NULL,1020,Approved,Jul
1583,2009-07-27T16:16:02Z,8,23,AX,21,NULL,1020,Approved,Jul
1602,2009-07-07T10:32:03Z,2,6,VI,20,C,1020,Approved,Jul
1605,2009-07-21T21:16:23Z,10,6,DI,20,NULL,1020,Approved,Jul
1611,2009-07-25T11:23:03Z,7,15,MC,20,MCC,1020,Approved,Jul
1615,2009-07-12T11:57:45Z,2,6,VI,20,H,1020,Approved,Jul
1621,2009-07-31T09:54:22Z,2,6,VI,20,B,1020,Approved,Jul
1628,2009-07-11T13:27:24Z,2,6,VI,20,A,1020,Approved,Jul
1629,2009-07-13T08:43:13Z,7,15,MC,20,MCW,1020,Approved,Jul
1629,2009-07-13T10:52:18Z,7,15,MC,20,MCW,1020,Approved,Jul
1641,2009-07-07T12:49:30Z,2,6,VI,20,H,1020,Approved,Jul
1643,2009-07-29T12:26:23Z,2,6,VI,20,S,1020,Approved,Jul
1646,2009-07-29T18:25:41Z,7,15,MC,20,MCS,1020,Approved,Jul
1651,2009-07-19T17:16:53Z,10,6,DI,20,NULL,1020,Approved,Jul
1658,2009-07-12T09:46:47Z,7,15,MC,20,MCW,1020,Approved,Jul
1661,2009-07-02T18:59:21Z,2,6,VI,20,B,1020,Approved,Jul
1661,2009-07-21T15:37:16Z,2,6,VI,20,B,1020,Approved,Jul
1665,2009-07-04T09:06:51Z,2,6,VI,20,A,1020,Approved,Jul
1671,2009-07-29T00:13:55Z,8,23,AX,21,NULL,1020,Approved,Jul
1703,2009-07-07T16:51:20Z,7,15,MC,20,MPL,1020,Approved,Jul
1703,2009-07-14T15:14:21Z,7,15,MC,20,MPL,1020,Approved,Jul
1708,2009-07-25T13:19:01Z,2,6,VI,20,B,1020,Approved,Jul
1710,2009-07-07T13:28:12Z,2,6,VI,20,H,1020,Approved,Jul
1719,2009-07-01T13:19:33Z,2,6,VI,20,C,1020,Approved,Jul
1740,2009-07-15T13:39:19Z,2,6,VI,20,H,1020,Approved,Jul
1742,2009-07-22T00:15:45Z,7,15,MC,20,MCS,1020,Approved,Jul
1744,2009-07-22T15:53:44Z,7,15,MC,20,MCF,1020,Approved,Jul
1752,2009-07-10T21:42:45Z,7,15,MC,20,MCC,1020,Approved,Jul
1773,2009-07-29T16:20:21Z,2,6,VI,20,J1,1240,Declined,Jul
1788,2009-07-03T21:25:57Z,7,15,MC,20,NULL,1020,Approved,Jul
1799,2009-07-30T02:23:51Z,7,15,MC,20,MCS,1020,Approved,Jul
1819,2009-07-19T13:34:23Z,8,23,AX,21,NULL,1020,Approved,Jul
1820,2009-07-23T09:35:11Z,8,23,AX,21,NULL,1020,Approved,Jul
1834,2009-07-28T21:38:39Z,2,6,VI,20,A,1020,Approved,Jul
1839,2009-07-14T14:25:15Z,2,6,VI,20,D,1020,Approved,Jul
1844,2009-07-30T17:26:13Z,2,6,VI,20,H,1020,Approved,Jul
1858,2009-07-03T00:09:49Z,2,6,VI,20,B,1020,Approved,Jul
1866,2009-07-16T10:20:59Z,2,6,VI,20,B,1020,Approved,Jul
1867,2009-07-12T14:28:59Z,2,6,VI,20,H,1020,Approved,Jul
1875,2009-07-27T11:43:31Z,8,23,AX,21,NULL,1020,Approved,Jul
1887,2009-07-14T11:58:37Z,7,15,MC,20,NULL,1020,Approved,Jul
1898,2009-07-02T05:44:33Z,7,15,MC,20,MPL,1020,Approved,Jul
1904,2009-07-23T13:26:20Z,8,23,AX,21,NULL,1020,Approved,Jul
1906,2009-07-07T17:18:14Z,10,6,DI,20,NULL,1020,Approved,Jul
1929,2009-07-04T23:19:39Z,2,6,VI,25,C,1020,Approved,Jul
1946,2009-07-11T19:08:58Z,2,6,VI,20,B,1020,Approved,Jul
1953,2009-07-26T19:52:07Z,7,15,MC,20,MDG,1020,Approved,Jul
1962,2009-07-21T11:09:41Z,7,15,MC,20,MCW,1020,Approved,Jul
1994,2009-07-11T19:07:48Z,7,15,MC,20,MPL,1020,Approved,Jul
1997,2009-07-03T12:19:46Z,7,15,MC,20,MCS,1020,Approved,Jul
1997,2009-07-05T20:44:34Z,7,15,MC,20,MCS,1020,Approved,Jul
1997,2009-07-23T08:46:16Z,7,15,MC,20,MCS,1020,Approved,Jul
1997,2009-07-23T14:39:01Z,7,15,MC,20,MCS,1020,Approved,Jul
2000,2009-07-07T19:22:45Z,2,6,VI,25,H,1020,Approved,Jul
2030,2009-07-25T15:31:27Z,8,23,AX,21,NULL,1020,Approved,Jul
2053,2009-07-22T20:07:06Z,2,6,VI,21,B,1020,Approved,Jul
2060,2009-07-19T19:21:50Z,8,23,AX,21,NULL,1020,Approved,Jul
2075,2009-07-03T13:17:47Z,8,23,AX,21,NULL,1020,Approved,Jul
2075,2009-07-11T21:42:19Z,8,23,AX,21,NULL,1020,Approved,Jul
2077,2009-07-27T07:22:05Z,7,15,MC,20,MDG,1020,Approved,Jul
2087,2009-07-15T19:27:48Z,2,6,VI,20,A,1020,Approved,Jul
2088,2009-07-26T20:44:38Z,2,6,VI,20,A,1020,Approved,Jul
2099,2009-07-05T19:54:14Z,2,6,VI,20,A,1020,Approved,Jul
2105,2009-07-20T15:45:56Z,10,6,DI,20,NULL,1020,Approved,Jul
2105,2009-07-23T18:59:53Z,10,6,DI,20,NULL,1020,Approved,Jul
2108,2009-07-29T13:12:38Z,8,23,AX,21,NULL,1020,Approved,Jul
2143,2009-07-12T09:21:40Z,2,6,VI,20,B,1020,Approved,Jul
2143,2009-07-28T00:13:36Z,2,6,VI,20,B,1020,Approved,Jul
2163,2009-07-10T20:20:50Z,8,23,AX,21,NULL,1020,Approved,Jul
2178,2009-07-03T10:12:48Z,2,6,VI,20,A,1020,Approved,Jul
2178,2009-07-19T00:09:25Z,2,6,VI,20,A,1020,Approved,Jul
2179,2009-07-24T13:47:26Z,2,6,VI,20,B,1020,Approved,Jul
2182,2009-07-05T00:09:17Z,7,15,MC,35,MCO,1320,Declined,Jul
2182,2009-07-05T12:32:21Z,7,15,MC,35,MCO,1320,Declined,Jul
2182,2009-07-06T01:12:13Z,7,15,MC,35,MCO,1320,Declined,Jul
2182,2009-07-06T09:53:23Z,7,15,MC,35,MCO,1020,Approved,Jul
2182,2009-07-16T15:23:48Z,7,15,MC,35,MCO,1020,Approved,Jul
2185,2009-07-21T16:16:26Z,2,6,VI,21,G,1020,Approved,Jul
2191,2009-07-16T15:16:25Z,2,6,VI,35,G,1020,Approved,Jul
2191,2009-07-17T11:43:26Z,2,6,VI,35,G,1885,Approved,Jul
2191,2009-07-17T13:42:38Z,2,6,VI,20,G,1885,Approved,Jul
2201,2009-07-23T12:56:35Z,7,15,MC,20,MDS,1020,Approved,Jul
2243,2009-07-26T00:11:32Z,8,23,AX,21,NULL,1020,Approved,Jul
2248,2009-07-10T15:16:51Z,7,15,MC,25,MCC,1020,Approved,Jul
2248,2009-07-17T09:33:20Z,7,15,MC,25,MCC,1020,Approved,Jul
2251,2009-07-27T10:06:47Z,2,6,VI,20,B,1020,Approved,Jul
2256,2009-07-13T14:40:11Z,7,15,MC,20,MCW,1020,Approved,Jul
2276,2009-07-16T11:44:11Z,2,6,VI,20,H,1020,Approved,Jul
2283,2009-07-20T19:30:19Z,2,6,VI,21,A,1020,Approved,Jul
2295,2009-07-10T17:05:29Z,2,6,VI,20,A,1020,Approved,Jul
2298,2009-07-18T02:22:16Z,2,6,VI,20,H,1020,Approved,Jul
2304,2009-07-17T14:19:03Z,8,23,AX,21,NULL,1020,Approved,Jul
2320,2009-07-23T15:44:10Z,2,6,VI,20,C,1020,Approved,Jul
2324,2009-07-02T14:15:52Z,2,6,VI,20,H,1020,Approved,Jul
2337,2009-07-20T01:09:15Z,2,6,VI,20,H,1020,Approved,Jul
2364,2009-07-29T23:49:37Z,7,15,MC,30,MDS,1020,Approved,Jul
2366,2009-07-05T00:14:58Z,2,6,VI,20,A,1020,Approved,Jul
2412,2009-07-03T11:55:13Z,10,6,DI,20,NULL,1020,Approved,Jul
2413,2009-07-19T22:21:45Z,2,6,VI,20,H,1020,Approved,Jul
2415,2009-07-30T17:13:50Z,2,6,VI,20,C,1020,Approved,Jul
2419,2009-07-14T11:31:14Z,8,23,AX,21,NULL,1020,Approved,Jul
2426,2009-07-06T13:57:34Z,8,23,AX,21,NULL,1020,Approved,Jul
2429,2009-07-10T14:04:33Z,7,15,MC,20,NULL,1020,Approved,Jul
2435,2009-07-27T10:07:17Z,7,15,MC,20,MCW,1020,Approved,Jul
