Account_ID,Transaction_Timestamp,Factor_A,Factor_B,Factor_C,Factor_D,Factor_E,Response,Transaction_Status,Month
507,2009-03-31T16:09:03Z,7,15,MC,30,MCW,1020,Approved,Mar
512,2009-03-29T17:11:02Z,10,6,DI,20,NULL,1020,Approved,Mar
515,2009-03-07T16:53:55Z,2,6,VI,20,H,1020,Approved,Mar
519,2009-03-30T00:34:54Z,10,6,DI,20,NULL,1020,Approved,Mar
533,2009-03-08T00:12:13Z,2,6,VI,20,H,1020,Approved,Mar
533,2009-03-24T00:13:56Z,2,6,VI,20,H,1020,Approved,Mar
539,2009-03-03T09:08:32Z,2,6,VI,55,NULL,1815,Declined,Mar
546,2009-03-26T15:30:28Z,7,15,MC,20,MDS,1020,Approved,Mar
565,2009-03-22T15:40:33Z,8,18,AX,20,NULL,1020,Approved,Mar
593,2009-03-10T13:41:54Z,2,6,VI,20,B,1020,Approved,Mar
605,2009-03-14T09:01:57Z,8,18,AX,20,NULL,1020,Approved,Mar
606,2009-03-02T08:28:10Z,2,6,VI,20,H,1020,Approved,Mar
616,2009-03-14T13:21:47Z,7,15,MC,20,MDG,1020,Approved,Mar
618,2009-03-03T18:24:48Z,2,6,VI,20,A,1020,Approved,Mar
624,2009-03-06T11:48:50Z,8,18,AX,20,NULL,1020,Approved,Mar
629,2009-03-06T00:57:42Z,2,6,VI,20,C,1020,Approved,Mar
655,2009-03-22T19:39:06Z,8,18,AX,20,NULL,1020,Approved,Mar
656,2009-03-20T22:31:19Z,2,6,VI,20,D,1020,Approved,Mar
668,2009-03-31T21:03:48Z,2,6,VI,20,B,1020,Approved,Mar
670,2009-03-01T22:08:57Z,8,18,AX,20,NULL,1020,Approved,Mar
723,2009-03-17T17:53:10Z,2,6,VI,20,H,1020,Approved,Mar
725,2009-03-15T16:49:05Z,2,6,VI,20,B,1020,Approved,Mar
744,2009-03-01T09:45:40Z,2,6,VI,20,H,1020,Approved,Mar
745,2009-03-20T12:24:49Z,2,6,VI,20,C,1020,Approved,Mar
758,2009-03-02T15:42:56Z,7,15,MC,20,NULL,1020,Approved,Mar
778,2009-03-26T15:39:30Z,2,6,VI,20,H,1020,Approved,Mar
784,2009-03-08T16:06:41Z,7,15,MC,20,NULL,1020,Approved,Mar
787,2009-03-15T09:29:11Z,2,6,VI,20,A,1020,Approved,Mar
787,2009-03-31T00:11:50Z,2,6,VI,20,A,1020,Approved,Mar
794,2009-03-27T16:01:24Z,2,6,VI,20,A,1020,Approved,Mar
808,2009-03-21T00:09:16Z,7,15,MC,20,NULL,1020,Approved,Mar
811,2009-03-13T18:02:12Z,2,6,VI,25,H,1020,Approved,Mar
811,2009-03-22T15:11:39Z,2,6,VI,25,H,1020,Approved,Mar
825,2009-03-13T21:30:43Z,7,15,MC,20,NULL,1020,Approved,Mar
836,2009-03-26T13:26:16Z,2,6,VI,20,H,1020,Approved,Mar
843,2009-03-18T16:41:27Z,2,6,VI,20,B,1020,Approved,Mar
848,2009-03-24T10:24:48Z,2,6,VI,20,G,1020,Approved,Mar
849,2009-03-12T14:09:18Z,8,18,AX,20,NULL,1250,Declined,Mar
849,2009-03-12T15:00:06Z,8,18,AX,20,NULL,1020,Approved,Mar
849,2009-03-12T15:05:54Z,8,18,AX,20,NULL,1020,Approved,Mar
849,2009-03-20T10:20:46Z,8,18,AX,20,NULL,1020,Approved,Mar
849,2009-03-26T17:02:30Z,8,18,AX,20,NULL,1020,Approved,Mar
850,2009-03-29T15:37:59Z,2,6,VI,20,H,1020,Approved,Mar
862,2009-03-02T08:42:03Z,7,15,MC,20,NULL,1020,Approved,Mar
862,2009-03-02T16:45:55Z,7,15,MC,20,NULL,1020,Approved,Mar
878,2009-03-10T22:13:23Z,8,18,AX,20,NULL,1020,Approved,Mar
886,2009-03-27T17:39:33Z,7,15,MC,20,NULL,1020,Approved,Mar
895,2009-03-17T12:27:12Z,2,6,VI,20,B,1020,Approved,Mar
895,2009-03-24T14:53:06Z,2,6,VI,20,B,1020,Approved,Mar
918,2009-03-29T22:04:16Z,7,15,MC,20,NULL,1020,Approved,Mar
926,2009-03-14T19:49:01Z,8,18,AX,25,NULL,1020,Approved,Mar
928,2009-03-04T00:39:36Z,7,15,MC,20,MCC,1020,Approved,Mar
928,2009-03-19T22:53:44Z,7,15,MC,20,MCC,1020,Approved,Mar
941,2009-03-13T19:22:30Z,2,6,VI,20,H,1020,Approved,Mar
942,2009-03-16T19:28:29Z,8,18,AX,20,NULL,1020,Approved,Mar
950,2009-03-14T06:06:36Z,7,15,MC,20,NULL,1020,Approved,Mar
956,2009-03-03T15:49:24Z,2,6,VI,21,NULL,1020,Approved,Mar
958,2009-03-30T20:33:46Z,10,6,DI,20,NULL,1020,Approved,Mar
962,2009-03-19T18:27:27Z,2,6,VI,21,D,1020,Approved,Mar
968,2009-03-12T12:18:27Z,2,6,VI,20,C,1020,Approved,Mar
968,2009-03-19T06:11:38Z,2,6,VI,20,C,1020,Approved,Mar
973,2009-03-19T15:52:07Z,8,18,AX,20,NULL,1020,Approved,Mar
973,2009-03-30T12:13:02Z,8,18,AX,20,NULL,1020,Approved,Mar
995,2009-03-19T10:52:33Z,2,6,VI,25,G,1020,Approved,Mar
995,2009-03-31T08:42:17Z,2,6,VI,25,G,1020,Approved,Mar
1006,2009-03-16T14:04:09Z,2,6,VI,35,H,1020,Approved,Mar
1012,2009-03-09T18:47:10Z,7,15,MC,25,MDP,1020,Approved,Mar
1013,2009-03-11T12:40:26Z,8,18,AX,30,NULL,1020,Approved,Mar
1016,2009-03-27T19:05:52Z,8,18,AX,20,NULL,1020,Approved,Mar
1019,2009-03-07T22:09:00Z,2,6,VI,25,C,1020,Approved,Mar
1028,2009-03-25T17:18:12Z,8,18,AX,20,NULL,1020,Approved,Mar
1035,2009-03-18T14:16:44Z,7,15,MC,20,NULL,1020,Approved,Mar
1046,2009-03-11T00:09:47Z,10,6,DI,20,NULL,1020,Approved,Mar
1051,2009-03-01T11:53:18Z,2,6,VI,20,C,1020,Approved,Mar
1057,2009-03-23T20:45:29Z,8,18,AX,20,NULL,1020,Approved,Mar
1062,2009-03-05T00:12:57Z,2,6,VI,30,C,1020,Approved,Mar
1062,2009-03-18T12:53:35Z,2,6,VI,30,C,1020,Approved,Mar
1068,2009-03-17T14:53:45Z,2,6,VI,30,S,1020,Approved,Mar
1068,2009-03-17T15:05:12Z,2,6,VI,20,S,1020,Approved,Mar
1080,2009-03-11T12:09:24Z,8,18,AX,20,NULL,1020,Approved,Mar
1080,2009-03-17T17:19:37Z,8,18,AX,20,NULL,1020,Approved,Mar
1123,2009-03-28T13:34:10Z,8,18,AX,20,NULL,1020,Approved,Mar
1140,2009-03-29T14:14:00Z,7,15,MC,20,NULL,1020,Approved,Mar
1145,2009-03-29T11:14:14Z,2,6,VI,20,H,1020,Approved,Mar
1167,2009-03-03T16:43:23Z,7,15,MC,35,NULL,1020,Approved,Mar
1168,2009-03-12T11:43:33Z,2,6,VI,20,A,1020,Approved,Mar
1170,2009-03-27T17:23:25Z,2,6,VI,20,H,1020,Approved,Mar
1173,2009-03-07T11:08:19Z,8,18,AX,20,NULL,1020,Approved,Mar
1179,2009-03-20T14:31:08Z,8,18,AX,20,NULL,1020,Approved,Mar
1190,2009-03-22T00:13:25Z,10,6,DI,35,NULL,1020,Approved,Mar
1195,2009-03-23T16:11:52Z,10,6,DI,20,NULL,1020,Approved,Mar
1225,2009-03-24T00:18:41Z,2,6,VI,20,C,1020,Approved,Mar
1228,2009-03-25T11:56:34Z,2,6,VI,20,H,1020,Approved,Mar
1239,2009-03-12T00:13:35Z,2,6,VI,20,C,1020,Approved,Mar
1239,2009-03-28T00:13:53Z,2,6,VI,20,C,1020,Approved,Mar
1241,2009-03-13T17:10:07Z,2,6,VI,20,B,1020,Approved,Mar
1268,2009-03-23T15:22:42Z,7,15,MC,20,MDS,1020,Approved,Mar
1270,2009-03-25T23:38:28Z,2,6,VI,20,H,1020,Approved,Mar
1280,2009-03-23T00:14:27Z,8,18,AX,20,NULL,1020,Approved,Mar
1290,2009-03-20T13:26:08Z,2,6,VI,20,H,1020,Approved,Mar
1290,2009-03-30T09:54:50Z,2,6,VI,20,H,1020,Approved,Mar
1306,2009-03-08T19:33:17Z,2,6,VI,20,B,1320,Declined,Mar
1311,2009-03-03T16:27:06Z,7,15,MC,20,MDB,1020,Approved,Mar
1311,2009-03-04T12:53:34Z,7,15,MC,20,MDB,1020,Approved,Mar
1311,2009-03-06T10:25:33Z,7,15,MC,20,MDB,1020,Approved,Mar
1311,2009-03-07T00:37:06Z,7,15,MC,20,MDB,1020,Approved,Mar
1311,2009-03-11T00:27:09Z,7,15,MC,20,MDB,1020,Approved,Mar
1311,2009-03-17T19:17:16Z,7,15,MC,20,MDB,1020,Approved,Mar
1311,2009-03-17T22:47:07Z,7,15,MC,20,MDB,1020,Approved,Mar
1311,2009-03-19T06:17:32Z,7,15,MC,20,MDB,1020,Approved,Mar
1311,2009-03-21T00:17:07Z,7,15,MC,20,MDB,1020,Approved,Mar
1311,2009-03-22T15:47:06Z,7,15,MC,20,MDB,1020,Approved,Mar
1311,2009-03-27T18:07:10Z,7,15,MC,20,MPG,1020,Approved,Mar
1311,2009-03-30T18:56:10Z,7,15,MC,20,MDB,1020,Approved,Mar
1327,2009-03-28T14:32:03Z,2,6,VI,20,C,1020,Approved,Mar
1335,2009-03-05T12:21:49Z,2,6,VI,20,D,1020,Approved,Mar
1335,2009-03-13T15:25:06Z,2,6,VI,20,D,1020,Approved,Mar
1340,2009-03-17T20:23:32Z,8,18,AX,20,NULL,1020,Approved,Mar
1349,2009-03-25T13:37:09Z,2,6,VI,20,D,1020,Approved,Mar
1356,2009-03-29T11:57:17Z,2,6,VI,20,C,1020,Approved,Mar
1358,2009-03-16T18:27:30Z,2,6,VI,20,B,1020,Approved,Mar
1365,2009-03-06T19:15:22Z,2,6,VI,21,D,1020,Approved,Mar
1367,2009-03-20T13:32:31Z,7,15,MC,10,NULL,1020,Approved,Mar
1367,2009-03-27T16:54:16Z,7,15,MC,10,NULL,1020,Approved,Mar
1385,2009-03-25T18:35:50Z,7,15,MC,20,MCW,1020,Approved,Mar
1386,2009-03-27T17:43:23Z,7,15,MC,25,MDS,1020,Approved,Mar
1401,2009-03-30T17:17:44Z,2,6,VI,20,A,1020,Approved,Mar
1417,2009-03-07T09:39:57Z,7,15,MC,20,MPL,1020,Approved,Mar
1422,2009-03-17T18:08:17Z,2,6,VI,20,C,1020,Approved,Mar
1473,2009-03-19T21:48:01Z,2,6,VI,20,A,1020,Approved,Mar
1473,2009-03-26T12:24:12Z,2,6,VI,20,A,1020,Approved,Mar
1480,2009-03-05T22:53:14Z,2,6,VI,20,C,1020,Approved,Mar
1482,2009-03-09T21:02:46Z,7,15,MC,20,MDS,1020,Approved,Mar
1490,2009-03-06T13:50:03Z,7,15,MC,20,MDS,1020,Approved,Mar
1490,2009-03-13T06:05:11Z,7,15,MC,20,MDS,1020,Approved,Mar
1490,2009-03-16T10:57:35Z,7,15,MC,20,MDS,1020,Approved,Mar
1517,2009-03-06T13:59:28Z,7,15,MC,20,MCW,1020,Approved,Mar
1517,2009-03-13T16:14:58Z,7,15,MC,20,MCW,1020,Approved,Mar
1532,2009-03-12T19:19:21Z,10,6,DI,25,NULL,1020,Approved,Mar
1533,2009-03-09T00:11:36Z,2,6,VI,21,D,1020,Approved,Mar
1533,2009-03-25T00:09:47Z,2,6,VI,21,D,1020,Approved,Mar
1534,2009-03-05T16:48:37Z,2,6,VI,20,H,1020,Approved,Mar
1546,2009-03-18T16:53:58Z,2,6,VI,35,G,1020,Approved,Mar
1546,2009-03-18T17:11:57Z,2,6,VI,20,G,1885,Approved,Mar
1549,2009-03-03T00:13:24Z,2,6,VI,20,S,1020,Approved,Mar
1549,2009-03-19T00:11:22Z,2,6,VI,20,S,1843,Declined,Mar
1549,2009-03-19T12:43:26Z,2,6,VI,20,S,1843,Declined,Mar
1549,2009-03-19T15:08:10Z,2,6,VI,20,S,1843,Declined,Mar
1552,2009-03-08T11:14:17Z,2,6,VI,20,B,1020,Approved,Mar
1553,2009-03-03T19:17:30Z,8,18,AX,20,NULL,1020,Approved,Mar
1559,2009-03-13T14:13:18Z,2,6,VI,20,H,1020,Approved,Mar
1566,2009-03-25T16:22:58Z,2,6,VI,20,C,1020,Approved,Mar
1571,2009-03-15T17:04:22Z,7,15,MC,20,NULL,1020,Approved,Mar
1573,2009-03-13T10:30:07Z,2,6,VI,20,H,1020,Approved,Mar
1598,2009-03-08T00:13:03Z,8,18,AX,20,NULL,1020,Approved,Mar
1601,2009-03-05T17:12:38Z,2,6,VI,20,H,1020,Approved,Mar
1611,2009-03-10T11:10:08Z,7,15,MC,20,MCC,1020,Approved,Mar
1617,2009-03-22T14:21:23Z,7,15,MC,20,NULL,1320,Declined,Mar
1617,2009-03-22T14:22:09Z,7,15,MC,20,NULL,1320,Declined,Mar
1617,2009-03-22T14:23:57Z,7,15,MC,20,NULL,1320,Declined,Mar
1620,2009-03-16T07:08:10Z,2,6,VI,20,H,1020,Approved,Mar
1636,2009-03-05T12:25:48Z,10,6,DI,20,NULL,1020,Approved,Mar
1645,2009-03-24T12:47:24Z,8,18,AX,20,NULL,1020,Approved,Mar
1671,2009-03-01T00:11:55Z,8,18,AX,20,NULL,1020,Approved,Mar
1671,2009-03-31T00:15:38Z,8,18,AX,20,NULL,1020,Approved,Mar
1690,2009-03-01T08:11:49Z,8,18,AX,20,NULL,1250,Declined,Mar
1690,2009-03-01T21:12:44Z,8,18,AX,20,NULL,1250,Declined,Mar
1690,2009-03-02T09:23:08Z,8,18,AX,20,NULL,1250,Declined,Mar
1698,2009-03-04T01:17:57Z,2,6,VI,20,B,1020,Approved,Mar
1703,2009-03-20T10:33:52Z,7,15,MC,35,MPL,1020,Approved,Mar
1703,2009-03-20T10:37:09Z,7,15,MC,20,MPL,1885,Approved,Mar
1703,2009-03-20T10:37:11Z,7,15,MC,20,MPL,1885,Approved,Mar
1715,2009-03-25T10:06:12Z,2,6,VI,20,G1,1020,Approved,Mar
1715,2009-03-25T10:53:51Z,2,6,VI,20,G1,1020,Approved,Mar
1715,2009-03-25T14:36:43Z,2,6,VI,20,G1,1020,Approved,Mar
1715,2009-03-25T14:53:11Z,2,6,VI,20,G1,1020,Approved,Mar
1715,2009-03-25T15:33:00Z,2,6,VI,20,G1,1020,Approved,Mar
1715,2009-03-27T10:43:36Z,2,6,VI,20,G1,1020,Approved,Mar
1721,2009-03-31T00:50:57Z,8,18,AX,20,NULL,1020,Approved,Mar
1735,2009-03-30T12:47:10Z,8,18,AX,20,NULL,1020,Approved,Mar
1742,2009-03-24T00:11:32Z,7,15,MC,20,MCS,1020,Approved,Mar
1748,2009-03-03T17:52:44Z,2,6,VI,20,C,1020,Approved,Mar
1748,2009-03-11T06:35:08Z,2,6,VI,20,C,1020,Approved,Mar
1759,2009-03-16T13:19:54Z,2,6,VI,20,B,1020,Approved,Mar
1778,2009-03-26T09:18:16Z,2,6,VI,20,B,1020,Approved,Mar
1783,2009-03-19T15:20:31Z,2,6,VI,20,G,1020,Approved,Mar
1791,2009-03-31T11:53:15Z,8,18,AX,20,NULL,1020,Approved,Mar
1792,2009-03-25T21:59:47Z,2,6,VI,20,B,1020,Approved,Mar
1805,2009-03-08T13:37:25Z,7,15,MC,20,NULL,1020,Approved,Mar
1805,2009-03-25T12:57:37Z,7,15,MC,20,NULL,1020,Approved,Mar
1809,2009-03-19T11:36:20Z,2,6,VI,20,G1,1020,Approved,Mar
1809,2009-03-19T12:50:12Z,2,6,VI,20,G1,1020,Approved,Mar
1809,2009-03-27T08:41:53Z,2,6,VI,20,G1,1020,Approved,Mar
1809,2009-03-27T10:04:20Z,2,6,VI,20,G1,1020,Approved,Mar
1813,2009-03-27T16:01:25Z,10,6,DI,20,NULL,1020,Approved,Mar
1817,2009-03-16T22:42:03Z,7,15,MC,35,NULL,1240,Declined,Mar
1830,2009-03-06T12:07:48Z,2,6,VI,20,H,1020,Approved,Mar
1831,2009-03-10T18:39:12Z,2,6,VI,20,D,1020,Approved,Mar
1832,2009-03-21T15:49:29Z,2,6,VI,20,H,1020,Approved,Mar
1856,2009-03-05T17:03:59Z,2,6,VI,25,B,1020,Approved,Mar
1860,2009-03-23T00:19:21Z,8,18,AX,20,NULL,1020,Approved,Mar
1864,2009-03-11T14:37:45Z,2,6,VI,20,H,1020,Approved,Mar
1879,2009-03-08T21:22:55Z,8,18,AX,20,NULL,1020,Approved,Mar
1881,2009-03-08T10:20:06Z,2,6,VI,30,B,1020,Approved,Mar
1881,2009-03-09T11:47:31Z,2,6,VI,20,B,1885,Approved,Mar
1881,2009-03-09T14:15:45Z,2,6,VI,30,B,1020,Approved,Mar
1881,2009-03-13T14:10:00Z,2,6,VI,30,B,1020,Approved,Mar
1890,2009-03-09T19:16:01Z,2,6,VI,20,H,1020,Approved,Mar
1900,2009-03-16T09:44:42Z,2,6,VI,20,B,1020,Approved,Mar
1914,2009-03-28T10:49:07Z,2,6,VI,20,H,1020,Approved,Mar
1915,2009-03-28T16:18:00Z,2,6,VI,20,C,1020,Approved,Mar
1917,2009-03-25T17:02:40Z,2,6,VI,20,H,1020,Approved,Mar
1928,2009-03-10T17:16:55Z,7,15,MC,20,NULL,1020,Approved,Mar
1931,2009-03-06T15:19:41Z,10,6,DI,25,NULL,1020,Approved,Mar
1961,2009-03-01T16:23:39Z,8,18,AX,20,NULL,1020,Approved,Mar
1966,2009-03-03T22:20:03Z,2,6,VI,20,B,1020,Approved,Mar
1971,2009-03-26T13:14:54Z,2,6,VI,20,D,1020,Approved,Mar
1974,2009-03-03T09:34:31Z,2,6,VI,20,H,1020,Approved,Mar
1989,2009-03-09T13:03:42Z,2,6,VI,20,H,1020,Approved,Mar
2015,2009-03-28T14:09:32Z,7,15,MC,20,NULL,1020,Approved,Mar
2055,2009-03-12T13:52:17Z,7,15,MC,20,NULL,1020,Approved,Mar
2079,2009-03-13T00:06:58Z,7,15,MC,20,NULL,1020,Approved,Mar
2079,2009-03-23T09:36:06Z,7,15,MC,20,NULL,1020,Approved,Mar
2080,2009-03-08T00:13:25Z,2,6,VI,20,B,1020,Approved,Mar
2080,2009-03-24T00:11:29Z,2,6,VI,20,B,1020,Approved,Mar
2086,2009-03-02T20:41:59Z,2,6,VI,20,C,1020,Approved,Mar
2101,2009-03-13T00:09:27Z,7,15,MC,10,NULL,1020,Approved,Mar
2102,2009-03-13T12:25:53Z,7,15,MC,20,MEB,1020,Approved,Mar
2121,2009-03-24T10:42:25Z,2,6,VI,20,B,1020,Approved,Mar
2122,2009-03-30T12:25:24Z,2,6,VI,20,H,1020,Approved,Mar
2130,2009-03-16T11:00:16Z,2,6,VI,20,C,1020,Approved,Mar
2135,2009-03-24T16:53:37Z,7,15,MC,20,MPL,1020,Approved,Mar
2180,2009-03-20T11:47:11Z,2,6,VI,20,D,1020,Approved,Mar
2209,2009-03-27T11:30:06Z,8,18,AX,20,NULL,1020,Approved,Mar
2219,2009-03-09T20:36:55Z,7,15,MC,20,MCW,1020,Approved,Mar
2219,2009-03-18T18:44:25Z,7,15,MC,20,MCW,1020,Approved,Mar
2222,2009-03-22T14:53:16Z,8,18,AX,20,NULL,1020,Approved,Mar
2237,2009-03-04T21:45:43Z,7,15,MC,20,MPL,1020,Approved,Mar
2241,2009-03-08T13:58:19Z,7,15,MC,20,NULL,1020,Approved,Mar
2241,2009-03-09T12:12:35Z,7,15,MC,20,NULL,1020,Approved,Mar
2250,2009-03-14T00:11:30Z,2,6,VI,20,B,1020,Approved,Mar
2250,2009-03-27T14:13:45Z,2,6,VI,20,B,1020,Approved,Mar
2263,2009-03-07T00:12:54Z,2,6,VI,20,A,1020,Approved,Mar
2263,2009-03-23T00:14:22Z,2,6,VI,20,A,1020,Approved,Mar
2284,2009-03-11T21:54:14Z,2,6,VI,20,C,1020,Approved,Mar
2284,2009-03-19T08:22:12Z,2,6,VI,20,C,1020,Approved,Mar
2287,2009-03-20T20:33:13Z,2,6,VI,25,B,1020,Approved,Mar
2305,2009-03-02T13:39:26Z,7,15,MC,20,MDG,1020,Approved,Mar
2312,2009-03-02T14:42:40Z,7,15,MC,20,NULL,1020,Approved,Mar
2312,2009-03-02T14:42:48Z,7,15,MC,20,NULL,1865,Declined,Mar
2312,2009-03-03T06:14:08Z,7,15,MC,20,NULL,1865,Declined,Mar
2312,2009-03-03T09:05:35Z,7,15,MC,20,NULL,1865,Declined,Mar
2312,2009-03-03T10:56:58Z,7,15,MC,20,NULL,1020,Approved,Mar
2313,2009-03-29T20:43:37Z,7,15,MC,20,NULL,1020,Approved,Mar
2329,2009-03-30T21:04:17Z,7,15,MC,20,NULL,1020,Approved,Mar
2350,2009-03-09T18:51:15Z,8,18,AX,20,NULL,1020,Approved,Mar
2370,2009-03-06T13:23:14Z,2,6,VI,20,B,1020,Approved,Mar
2391,2009-03-13T10:43:52Z,2,6,VI,20,H,1020,Approved,Mar
2399,2009-03-07T00:09:13Z,7,15,MC,20,NULL,1020,Approved,Mar
2399,2009-03-27T10:12:04Z,7,15,MC,20,NULL,1020,Approved,Mar
2408,2009-03-21T20:11:11Z,7,15,MC,20,NULL,1020,Approved,Mar
2421,2009-03-19T19:04:15Z,2,6,VI,20,H,1020,Approved,Mar
2469,2009-03-08T03:36:30Z,2,6,VI,20,A,1020,Approved,Mar
2489,2009-03-12T17:34:39Z,8,18,AX,25,NULL,1020,Approved,Mar
2489,2009-03-12T18:12:25Z,8,18,AX,25,NULL,1020,Approved,Mar
2494,2009-03-08T15:07:19Z,7,15,MC,20,NULL,1020,Approved,Mar
2501,2009-03-15T18:27:54Z,7,15,MC,25,NULL,1020,Approved,Mar
2502,2009-03-11T13:33:28Z,7,15,MC,25,NULL,1020,Approved,Mar
2519,2009-03-14T18:07:05Z,2,6,VI,20,H,1020,Approved,Mar
2521,2009-03-04T13:43:48Z,2,6,VI,20,G,1020,Approved,Mar
2557,2009-03-26T12:32:40Z,2,6,VI,21,NULL,1020,Approved,Mar
